INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 721.51, '2024-12-05 08:36:43', '2025-09-12 22:47:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 517.93, '2024-12-03 17:51:26', '2025-09-08 17:00:56');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1109.67, '2025-01-29 01:27:34', '2025-10-15 04:02:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1114.09, '2025-08-25 11:50:30', '2025-09-21 12:36:03');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 532.66, '2025-02-17 21:35:57', '2025-08-21 21:24:15');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1171.93, '2024-01-17 22:53:06', '2025-10-13 05:30:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 732.99, '2023-10-20 02:33:44', '2025-03-08 07:28:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 754.18, '2023-12-09 19:52:19', '2024-04-05 00:31:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1378.2, '2024-06-10 09:08:11', '2025-08-07 14:20:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1317.2, '2024-11-04 07:43:57', '2024-12-26 00:44:34');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1213.7, '2024-03-23 04:06:37', '2025-09-27 20:37:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 725.78, '2024-02-03 14:16:12', '2024-09-28 14:42:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 770.99, '2025-02-13 14:20:59', '2025-08-22 02:27:29');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 783.39, '2023-12-19 09:16:14', '2024-11-22 06:36:34');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1081.55, '2024-02-19 00:20:05', '2025-03-09 16:50:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1397.4, '2025-02-28 13:39:06', '2025-08-16 21:39:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1286.96, '2024-04-25 04:47:46', '2025-02-16 21:08:19');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 411.13, '2024-06-08 00:10:55', '2025-06-14 04:39:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 946.18, '2024-10-04 13:44:18', '2024-12-31 04:28:25');
